geocode,tax_type,tax_cat,tax_auth_id,effective,description,pass_flag,pass_type,base_type,date_flag,rounding,location,report_to,max_tax,unit_type,max_type,thresh_type,unit_and_or_tax,formula,tier,tax_rate,min_tax_base,max_tax_base,fee,min_unit_base,max_unit_base
US2401139175,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401151025,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401163825,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401166000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401177200,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401300000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401336500,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401349950,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401353875,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401355925,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401376550,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401376725,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401379350,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401383100,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401500000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401514325,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401515400,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401515950,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401525800,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401556450,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401561150,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401563075,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401566275,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401700000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401741500,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401745750,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401763225,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401900000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401910575,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401912400,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401917050,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401924450,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401925600,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401931250,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401941125,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401970900,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2401980600,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402100000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402110900,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402111400,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402126200,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402130325,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402152425,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402153875,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402154875,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402155650,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402168600,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402177825,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402181275,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402186750,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402300000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402300225,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402322275,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402330850,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402334525,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402344450,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402347525,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402353800,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402357650,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402500000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402500125,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402505550,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402537600,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402700000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402900000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402907200,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402916225,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402931225,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402952825,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2402967400,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403100000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403104475,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403110225,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403116620,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403116720,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403116730,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403116775,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403116787,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403131175,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403131525,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403132900,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403143500,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403146250,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403150965,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403156400,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403162850,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403167675,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403173350,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403176650,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403181675,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US24031A0001,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US24031A0002,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US24031A0003,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403300000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403306925,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403307850,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403308775,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403309500,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403313000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403316550,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403318750,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403318850,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403320050,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403323025,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403324200,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403325425,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403327400,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403328725,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403332500,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403334775,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403341250,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403345400,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403345900,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403353625,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403354275,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403355400,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403356375,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403366635,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403370850,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403379675,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403379875,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403500000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403504250,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403514950,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403517100,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403552825,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403564500,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403564600,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403575650,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403577200,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403700000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403746475,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403900000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403920775,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2403964000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404100000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404124475,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404159450,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404164500,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404169825,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404178575,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404300000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404308625,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404317600,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404331100,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404336075,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404336600,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404343100,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404371600,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404372900,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404385100,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404500000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404522600,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404530950,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404537875,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404550525,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404562025,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404569925,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404571650,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404584950,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404700000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404706800,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404758225,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404762475,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2404773075,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
US2451004000,01,22,12020,2025-07-01,STATE SALES TAX,1,00,00,02,02,,3511,0,99,99,9,,01,0,0.03,0,0,0,0,0
