geocode,tax_type,tax_cat,tax_auth_id,effective,description,pass_flag,pass_type,base_type,date_flag,rounding,location,report_to,max_tax,unit_type,max_type,thresh_type,unit_and_or_tax,formula,tier,tax_rate,min_tax_base,max_tax_base,fee,min_unit_base,max_unit_base
US0804311810,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804315330,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804327040,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804364970,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804385155,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804500000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804512080,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804557400,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804564255,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804570195,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08045A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08045A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08045A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08045A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804700000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804707025,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804712900,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804900000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804928305,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804931605,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804931715,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804937600,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804941560,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0804985705,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08051A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08051A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08051A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08051A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08051A0005,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08051A0006,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08051A0007,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08051A0008,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08051A0009,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0805300000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0805342330,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0805500000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0805544100,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0805582350,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0805700000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0805782130,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0031,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0032,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0033,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0034,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0035,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0036,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0037,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0038,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0039,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0040,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0041,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0042,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0043,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0044,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0045,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0046,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0047,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0048,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0049,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0050,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0052,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0053,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0054,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0056,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0057,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0058,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0059,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0060,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0061,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08059A0062,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806100000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806122145,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806134740,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806169700,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806300000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806306530,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806310600,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806326765,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806369040,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806374485,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806381690,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806500000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806544320,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806700000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806705265,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806722035,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806738535,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08067A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806900000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806906255,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806927425,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806939855,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806946465,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806977510,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806983230,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0806985485,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08069A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08069A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08069A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08069A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08069A0005,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08069A0006,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08069A0007,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08069A0008,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08069A0009,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08069A0010,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807100000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807100760,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807108345,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807115550,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807140570,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807173715,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807178610,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807300000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807303235,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807329680,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807337875,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807344980,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807500000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807518640,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807526875,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807538590,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807550040,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0807558235,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08075A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08077A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08077A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08077A0005,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08077A0006,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08077A0007,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08077A0008,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08077A0009,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08077A0010,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08077A0011,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08079A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08079A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08081A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08081A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08081A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08083A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08083A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08083A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08083A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08085A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08085A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08085A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08085A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08085A0005,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08085A0006,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808700000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808709555,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808727810,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808736610,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808745695,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808784770,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808900000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808913460,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808927975,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808948500,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808965190,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0808975970,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08089A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809100000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809156420,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809164200,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809300000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08093A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08093A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08093A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08093A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08093A0005,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08093A0006,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08093A0007,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08093A0008,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08093A0009,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08093A0010,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809500000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809534960,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809537270,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809557245,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08097A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
